ProductType,Billing_Start_Date,NRC,MRC,state,country
Project Item,2021-01-05,7600,0,New Hampshire,United States
Project Item,2021-01-06,230,0,District of Columbia,United States
Project Item,2021-01-06,8825,0,District of Columbia,United States
GIS,2021-01-08,0,550,Delaware,United States
Project Item,2021-01-12,960,0,New York,United States
Project Item,2021-01-12,315,0,New York,United States
Project Item,2021-01-12,1954,0,New York,United States
Project Item,2021-01-12,4991,0,Michigan,United States
Project Item,2021-01-12,1919,0,New York,United States
In-house wiring,2021-01-12,300,200,California,United States
Project Item,2021-01-12,327,0,New York,United States
Project Item,2021-01-13,2580,0,New Jersey,United States
Project Item,2021-01-14,1770,0,California,United States
Project Item,2021-01-14,500,0,California,United States
Project Item,2021-01-14,110855,0,California,United States
GIS,2021-01-14,22468,1460,California,United States
GIS2.0,2021-01-15,200,6000,California,United States
GIS2.0,2021-01-15,1000,1100,California,United States
Dark Fiber,2021-01-21,0,696,California,United States
Dark Fiber,2021-01-21,0,696,California,United States
Dark Fiber,2021-01-21,0,696,California,United States
Dark Fiber,2021-01-21,0,696,California,United States
CPE(EI),2021-01-22,0,115,Minnesota,United States
IDC,2021-01-22,0,1795,Oregon,United States
Project Item,2021-01-22,7800,0,Florida,United States
Netcare,2021-01-25,0,85,Minnesota,United States
Project Item,2021-02-17,463755,0,New Jersey,United States
Project Item,2021-02-17,151245,0,New Jersey,United States
Project Item,2021-02-20,2487,0,California,United States
GIS,2021-02-25,0,1212,Virginia,United States
Project Item,2021-02-28,221709,0,Virginia,United States
Project Item,2021-03-01,3800,0,Texas,United States
In-house wiring,2021-03-11,545,405,California,United States
Project Item,2021-03-11,3750,0,Virginia,United States
Project Item,2021-03-16,440,0,California,United States
Project Item,2021-03-18,20064,0,Texas,United States
Project Item,2021-03-19,52921,0,New York,United States
Project Item,2021-03-25,3858,0,Pennsylvania,United States
Project Item,2021-03-25,897,0,Washington,United States
Project Item,2021-03-26,33173,0,New York,United States
Project Item,2021-03-26,2824,0,California,United States
Project Item,2021-04-01,0,1542,District of Columbia,United States
IDC,2021-04-01,906,6001,California,United States
GIS2.0,2021-04-06,300,6250,California,United States
Project Item,2021-04-07,13735,0,Michigan,United States
IDC,2021-04-10,0,5000,California,United States
Project Item,2021-04-14,7957,0,California,United States
Project Item,2021-04-14,16046,0,Texas,United States
Project Item,2021-04-15,4040,0,California,United States
Project Item,2021-04-15,2500,0,California,United States
Project Item,2021-04-20,12780,0,Texas,United States
Project Item,2021-04-23,108000,0,Virginia,United States
Project Item,2021-04-23,486350,0,Virginia,United States
IDC,2021-04-23,157680,86930,Virginia,United States
Project Item,2021-04-27,1932,0,New York,United States
GIS,2021-04-29,0,1420,New Jersey,United States
Project Item,2021-04-30,24425,0,California,United States
Project Item,2021-05-10,4325,0,District of Columbia,United States
Project Item,2021-05-10,26958,0,District of Columbia,United States
Project Item,2021-05-14,76784,0,Illinois,United States
Project Item,2021-05-18,0,1200,Texas,United States
IDC,2021-05-21,1200,2164,California,United States
CPE(EI),2021-05-21,300,177,New Jersey,United States
CPE(EI),2021-05-21,600,177,California,United States
GIS2.0,2021-06-01,0,12000,Oregon,United States
GIS2.0,2021-06-01,0,12000,California,United States
GIS2.0,2021-06-01,0,12000,Oregon,United States
GIS2.0,2021-06-01,0,12000,California,United States
GIS2.0,2021-06-01,0,12000,California,United States
GIS2.0,2021-06-01,0,12000,California,United States
GIS,2021-06-02,0,550,California,United States
Project Item,2021-06-02,4113,0,Pennsylvania,United States
Netcare,2021-06-07,0,60,California,United States
GIS,2021-06-11,0,800,Texas,United States
Project Item,2021-06-15,29750,0,New York,United States
Project Item,2021-06-15,4240,0,New York,United States
Project Item,2021-06-15,1260,0,Colorado,United States
Project Item,2021-06-15,630,0,New York,United States
Project Item,2021-06-24,9644,0,Texas,United States
Project Item,2021-06-29,1718,0,Texas,United States
IDC,2021-07-01,906,6001,California,United States
Project Item,2021-07-01,6651,0,Texas,United States
Project Item,2021-07-02,238556,0,New Jersey,United States
Project Item,2021-07-02,59290,0,New Jersey,United States
GWL,2021-07-05,0,2700,Chikura Westhill CLS,United States
GIS,2021-07-09,900,470,California,United States
GIS2.0,2021-07-19,0,12000,California,United States
GIS2.0,2021-07-19,0,9000,California,United States
GIS2.0,2021-07-19,0,12000,California,United States
GIS,2021-07-21,590,708,Illinois,United States
Project Item,2021-07-26,10000,0,Texas,United States
Project Item,2021-07-29,500,0,California,United States
Project Item,2021-07-29,1375,0,California,United States
IEPL,2021-07-30,300,1768,California,United States
IDC,2021-08-01,0,11980,California,United States
Project Item,2021-08-03,2000,0,California,United States
Project Item,2021-08-03,23331,0,South Carolina,United States
Project Item,2021-08-05,1300,0,California,United States
Project Item,2021-08-05,575,0,California,United States
Project Item,2021-08-05,348250,0,Rhode Island,United States
Dark Fiber,2021-08-06,0,1630,Virginia,United States
Dark Fiber,2021-08-06,0,1630,Virginia,United States
Project Item,2021-08-07,4690,0,Virginia,United States
Project Item,2021-08-07,2160,0,California,United States
Project Item,2021-08-11,850,0,Ohio,United States
Project Item,2021-08-13,6375,0,District of Columbia,United States
Project Item,2021-08-13,13022,0,District of Columbia,United States
Project Item,2021-08-13,6090,0,Texas,United States
IDC,2021-08-19,600,1082,California,United States
Project Item,2021-08-20,1600,0,Texas,United States
Project Item,2021-08-23,11820,0,South Carolina,United States
Project Item,2021-08-25,8730,0,Texas,United States
In-house wiring,2021-08-27,550,350,California,United States
In-house wiring,2021-08-27,550,350,California,United States
Project Item,2021-08-30,13250,0,Michigan,United States
Project Item,2021-08-30,6039,0,Michigan,United States
Project Item,2021-08-31,9924,0,Pennsylvania,United States
Project Item,2021-09-02,22899,0,Texas,United States
Project Item,2021-09-02,44198,0,Texas,United States
Project Item,2021-09-02,3000,0,Texas,United States
Project Item,2021-09-02,800,0,California,United States
Project Item,2021-09-02,176805,0,Texas,United States
Project Item,2021-09-02,14356,0,Texas,United States
Project Item,2021-09-02,21300,0,Texas,United States
Project Item,2021-09-02,128682,0,Texas,United States
Project Item,2021-09-02,15600,0,Texas,United States
Project Item,2021-09-08,6200,0,New Hampshire,United States
Project Item,2021-09-08,31178,0,Texas,United States
IDC,2021-09-13,600,1082,California,United States
IDC,2021-09-15,-5826,2815,California,United States
Project Item,2021-09-16,0,2583,District of Columbia,United States
Project Item,2021-09-17,7600,0,Texas,United States
CPE(EI),2021-09-21,0,35,California,United States
Project Item,2021-09-21,0,10,California,United States
Managed/Maintenance Service,2021-09-23,647,408,Michigan,United States
IDC,2021-09-27,1400,2100,California,United States
Project Item,2021-09-28,7500,0,New Jersey,United States
Project Item,2021-09-28,0,0,New Jersey,United States
Project Item,2021-09-29,38948,0,Michigan,United States
Project Item,2021-09-29,1407,0,Michigan,United States
IDC,2021-10-01,906,6001,California,United States
GIS,2021-10-01,0,1500,New Jersey,United States
Project Item,2021-10-06,3705,0,California,United States
Project Item,2021-10-13,2270,0,New Jersey,United States
Project Item,2021-10-13,1875,0,New Jersey,United States
Project Item,2021-10-13,2750,0,New Jersey,United States
Project Item,2021-10-13,2602,0,New Jersey,United States
Project Item,2021-10-14,1800,0,New York,United States
IDC,2021-10-18,600,1082,California,United States
Project Item,2021-10-19,700,0,Texas,United States
Project Item,2021-10-20,800,0,Michigan,United States
Project Item,2021-10-25,5778,0,California,United States
Project Item,2021-10-25,7558,0,California,United States
Project Item,2021-10-28,4058,0,Pennsylvania,United States
Project Item,2021-10-28,1500,0,Texas,United States
GIS,2021-11-01,0,1500,New Jersey,United States
Project Item,2021-11-01,8953,0,South Carolina,United States
Project Item,2021-11-03,45500,0,California,United States
Project Item,2021-11-03,16500,0,California,United States
Project Item,2021-11-03,950,0,Texas,United States
Project Item,2021-11-03,755,0,Texas,United States
Project Item,2021-11-03,49320,0,Texas,United States
Project Item,2021-11-03,34680,0,Texas,United States
Project Item,2021-11-03,169,0,Texas,United States
Project Item,2021-11-03,931,0,Texas,United States
Project Item,2021-11-04,325,0,California,United States
Project Item,2021-11-04,325,177,California,United States
SD-WAN,2021-11-08,135,1011,California,United States
GIS,2021-11-08,3500,1600,California,United States
GIS,2021-11-09,0,650,California,United States
Project Item,2021-11-10,1381,0,District of Columbia,United States
Project Item,2021-11-11,4385,0,District of Columbia,United States
Project Item,2021-11-11,6657,0,District of Columbia,United States
GIS2.0,2021-11-15,0,2175,California,United States
GIS,2021-11-18,0,180,California,United States
Project Item,2021-11-22,20617,0,New York,United States
Project Item,2021-11-30,4162,0,California,United States
Project Item,2021-11-30,17302,0,California,United States
Project Item,2021-11-30,6475,0,Virginia,United States
Project Item,2021-11-30,21150,0,California,United States
Project Item,2021-12-01,2360,0,New Jersey,United States
Project Item,2021-12-01,3630,0,Texas,United States
GIS2.0,2021-12-01,350,16300,California,United States
Project Item,2021-12-02,51873,0,Illinois,United States
GIS2.0,2021-12-02,0,12000,California,United States
Project Item,2021-12-02,25992,0,Illinois,United States
Project Item,2021-12-06,215,0,New Jersey,United States
Project Item,2021-12-07,2660,0,California,United States
Project Item,2021-12-07,4080,0,California,United States
Project Item,2021-12-07,1000,0,California,United States
Project Item,2021-12-14,508,0,Florida,United States
Project Item,2021-12-14,1570,0,Florida,United States
Project Item,2021-12-16,84150,0,Texas,United States
Project Item,2021-12-16,281850,0,Texas,United States
Project Item,2021-12-17,2875,0,New Jersey,United States
GIS2.0,2021-12-17,0,8422,California,United States
Project Item,2021-12-17,1625,0,New Jersey,United States
GIS,2021-12-22,100,1460,California,United States
CPE,2021-12-30,0,180,Ohio,United States
CPE,2021-12-30,0,190,California,United States
Project Item,2022-01-01,3600,0,New York,United States
IDC,2022-01-01,906,6001,California,United States
IDC,2022-01-01,0,1050,California,United States
IDC,2022-01-01,0,1050,California,United States
GIS2.0,2022-01-04,300,3250,California,United States
Project Item,2022-01-10,4667,0,California,United States
Project Item,2022-01-10,1847,0,California,United States
Project Item,2022-01-14,1575,0,District of Columbia,United States
Project Item,2022-01-19,36470,0,Pennsylvania,United States
Project Item,2022-01-20,1010,0,Texas,United States
GIS2.0,2022-01-21,0,8400,California,United States
Project Item,2022-01-21,4205,0,District of Columbia,United States
GIS2.0,2022-01-21,0,8400,California,United States
Project Item,2022-01-28,31340,0,Illinois,United States
Project Item,2022-01-28,19947,0,Florida,United States
GIS2.0,2022-02-01,0,24000,California,United States
IDC,2022-02-02,5795,1156,Virginia,United States
In-house wiring,2022-02-07,300,250,California,United States
IDC,2022-02-07,600,1050,California,United States
IDC,2022-02-07,600,1050,California,United States
SD-WAN,2022-02-09,0,4,California,United States
Project Item,2022-02-16,68800,0,California,United States
Project Item,2022-02-16,255853,0,California,United States
Project Item,2022-02-18,8270,0,California,United States
Managed/Maintenance Service,2022-03-01,0,1200,New York,United States
Project Item,2022-03-03,40639,0,Illinois,United States
Project Item,2022-03-03,41200,0,Illinois,United States
IDC,2022-03-07,600,1050,California,United States
Project Item,2022-03-08,408876,0,Texas,United States
Project Item,2022-03-08,260846,0,Texas,United States
Project Item,2022-03-08,904219,0,Texas,United States
In-house wiring,2022-03-10,350,300,New Jersey,United States
Project Item,2022-03-15,7113,0,Florida,United States
Project Item,2022-03-15,1463,0,Florida,United States
IDC,2022-03-15,600,1050,California,United States
Project Item,2022-03-17,6174,0,New Jersey,United States
In-house wiring,2022-03-21,300,250,California,United States
Project Item,2022-03-24,6215,0,South Carolina,United States
Project Item,2022-03-24,10645,0,South Carolina,United States
Project Item,2022-03-24,11672,0,South Carolina,United States
Project Item,2022-03-24,19500,0,South Carolina,United States
Project Item,2022-03-24,307412,0,South Carolina,United States
Project Item,2022-03-24,149799,0,South Carolina,United States
Project Item,2022-03-24,2360,0,New Jersey,United States
Project Item,2022-03-24,7500,0,South Carolina,United States
Project Item,2022-03-24,4020,0,South Carolina,United States
Project Item,2022-03-24,1750,0,South Carolina,United States
Project Item,2022-03-24,5700,0,South Carolina,United States
GIS,2022-03-28,200,1290,California,United States
IDC,2022-03-28,2100,900,California,United States
Project Item,2022-03-28,1500,0,California,United States
GIS,2022-03-31,4000,1841,Georgia,United States
GIS2.0,2022-04-01,0,12000,,United States
IDC,2022-04-01,600,1050,California,United States
Project Item,2022-04-01,7931,0,Texas,United States
Project Item,2022-04-05,41416,0,Texas,United States
Project Item,2022-04-05,2400,0,Texas,United States
Project Item,2022-04-05,179384,0,Texas,United States
Project Item,2022-04-05,18600,0,Texas,United States
CPE,2022-04-10,0,25,New Jersey,United States
Project Item,2022-04-11,1100,0,Illinois,United States
Project Item,2022-04-11,3403,0,Illinois,United States
Project Item,2022-04-11,3420,0,Illinois,United States
GIS2.0,2022-04-15,0,14000,California,United States
GIS2.0,2022-04-15,0,14000,California,United States
GIS2.0,2022-04-18,3261,9,,United States
Project Item,2022-04-21,1016,0,Texas,United States
Project Item,2022-04-21,8976,0,Pennsylvania,United States
Project Item,2022-04-21,177,0,Pennsylvania,United States
Project Item,2022-04-21,3048,0,Pennsylvania,United States
Netcare,2022-04-26,0,85,New York,United States
Netcare,2022-04-26,0,85,New York,United States
Project Item,2022-05-02,5833,0,New York,United States
IDC,2022-05-04,600,1050,California,United States
Project Item,2022-05-10,116506,0,District of Columbia,United States
Project Item,2022-05-10,68700,0,District of Columbia,United States
Standard Cross Connect,2022-05-14,800,350,Virginia,United States
Standard Cross Connect,2022-05-14,800,350,Virginia,United States
Project Item,2022-05-16,5755,0,Texas,United States
Project Item,2022-05-16,3365,0,Texas,United States
CPE,2022-05-18,0,306,California,United States
Project Item,2022-05-21,10000,0,California,United States
Project Item,2022-05-23,17320,0,California,United States
Project Item,2022-05-24,1417,0,California,United States
Project Item,2022-05-24,26327,0,Texas,United States
Project Item,2022-05-24,32282,0,Texas,United States
Project Item,2022-05-25,21973,0,New Jersey,United States
Project Item,2022-05-25,43027,0,New Jersey,United States
Project Item,2022-05-27,5829,0,Pennsylvania,United States
GIS,2022-05-31,0,735,Pennsylvania,United States
GIS2.0,2022-06-01,0,6000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
GIS2.0,2022-06-01,0,3000,California,United States
GIS2.0,2022-06-01,0,3000,California,United States
GIS2.0,2022-06-01,0,3000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
Standard Cross Connect,2022-06-01,0,245,Oregon,United States
Standard Cross Connect,2022-06-01,0,245,Oregon,United States
GIS2.0,2022-06-01,0,3000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
GIS2.0,2022-06-01,0,6000,California,United States
IDC,2022-06-01,0,38310,Oregon,United States
Project Item,2022-06-02,18766,0,Maryland,United States
Project Item,2022-06-02,1708,0,Maryland,United States
Project Item,2022-06-02,35580,0,New York,United States
Project Item,2022-06-02,82820,0,New York,United States
GIS,2022-06-03,0,2450,New York,United States
GIS2.0,2022-06-07,0,870,New Jersey,United States
CPE,2022-06-08,0,50,Maryland,United States
Project Item,2022-06-08,95400,0,Georgia,United States
Project Item,2022-06-08,346160,0,Georgia,United States
GIS2.0,2022-06-08,0,745,Maryland,United States
Netcare,2022-06-08,0,85,Maryland,United States
Project Item,2022-06-09,1699,0,Virginia,United States
Netcare,2022-06-09,0,65,Washington,United States
GIS2.0,2022-06-09,0,522,Washington,United States
Project Item,2022-06-10,1412,0,New York,United States
Project Item,2022-06-10,33628,0,Texas,United States
Project Item,2022-06-10,10624,0,Texas,United States
Project Item,2022-06-10,950,0,New York,United States
GIS2.0,2022-06-10,0,1387,Washington,United States
Project Item,2022-06-13,33732,0,California,United States
Project Item,2022-06-13,4024,0,Pennsylvania,United States
Project Item,2022-06-13,3826,0,California,United States
Project Item,2022-06-13,29338,0,California,United States
Project Item,2022-06-13,14069,0,California,United States
GIS2.0,2022-06-14,0,793,Pennsylvania,United States
Netcare,2022-06-14,0,85,Pennsylvania,United States
CPE,2022-06-14,0,140,Pennsylvania,United States
Standard Cross Connect,2022-06-14,300,250,California,United States
GIS2.0,2022-06-15,0,1200,California,United States
GIS2.0,2022-06-17,0,368,Michigan,United States
Netcare,2022-06-17,0,85,Michigan,United States
CPE,2022-06-20,0,140,North Carolina,United States
GIS2.0,2022-06-20,0,408,North Carolina,United States
Netcare,2022-06-20,0,85,North Carolina,United States
Dark Fiber,2022-06-24,0,550,California,United States
SD-WAN,2022-06-24,0,985,Minnesota,United States
GIS2.0,2022-06-25,0,3457,California,United States
Netcare,2022-06-28,0,85,New York,United States
Project Item,2022-06-28,6853,0,California,United States
GIS2.0,2022-06-28,0,590,New York,United States
SD-WAN,2022-06-28,0,1279,Wisconsin,United States
In-house wiring,2022-06-30,300,250,California,United States
GIS2.0,2022-06-30,0,16000,California,United States
GIS,2022-07-05,200,800,California,United States
GIS,2022-07-06,0,1082,Pennsylvania,United States
GIS,2022-07-08,0,1136,New York,United States
GIS2.0,2022-07-08,0,729,Texas,United States
GIS,2022-07-11,0,1136,New York,United States
GIS2.0,2022-07-12,0,1200,California,United States
GIS2.0,2022-07-12,0,1200,California,United States
Netcare,2022-07-13,0,85,New Jersey,United States
GIS2.0,2022-07-13,350,1390,Washington,United States
GIS2.0,2022-07-13,0,1350,Illinois,United States
CPE,2022-07-13,0,165,New Jersey,United States
GIS2.0,2022-07-13,0,1230,New Jersey,United States
IP Sec VPN,2022-07-13,0,1250,Illinois,United States
Project Item,2022-07-14,96872,0,New York,United States
GIS2.0,2022-07-14,0,790,New Jersey,United States
GIS2.0,2022-07-15,0,935,New Jersey,United States
Netcare,2022-07-15,0,85,New Jersey,United States
CPE,2022-07-15,0,145,New Jersey,United States
GIS2.0,2022-07-16,0,1380,California,United States
GIS,2022-07-19,0,1725,New York,United States
GIS2.0,2022-07-20,0,377,Minnesota,United States
Project Item,2022-07-25,2410,0,California,United States
Project Item,2022-07-26,276030,0,Texas,United States
Project Item,2022-07-26,414044,0,Texas,United States
Managed/Maintenance Service,2022-07-27,20990,0,Georgia,United States
SD-WAN,2022-07-28,1412,533,New Jersey,United States
Project Item,2022-07-28,1800,0,Texas,United States
Project Item,2022-07-29,87910,0,California,United States
GIS2.0,2022-07-30,0,1717,Illinois,United States
SD-WAN,2022-08-01,0,120,Minnesota,United States
Project Item,2022-08-04,7921,0,Texas,United States
GIS2.0,2022-08-08,0,1295,Minnesota,United States
Netcare,2022-08-08,0,85,Minnesota,United States
Project Item,2022-08-09,3960,0,Texas,United States
Project Item,2022-08-09,2900,0,Texas,United States
Project Item,2022-08-09,11300,0,California,United States
Project Item,2022-08-09,50232,0,California,United States
Project Item,2022-08-09,25656,0,California,United States
Project Item,2022-08-09,12425,0,Texas,United States
IP Sec VPN,2022-08-09,0,550,California,United States
Project Item,2022-08-09,15946,0,Texas,United States
Project Item,2022-08-09,9500,0,California,United States
CPE,2022-08-10,0,150,Nebraska,United States
CPE,2022-08-10,0,215,Arkansas,United States
GIS2.0,2022-08-10,0,1325,Arkansas,United States
Project Item,2022-08-10,5012,0,California,United States
Netcare,2022-08-10,0,85,Arkansas,United States
Netcare,2022-08-10,0,85,Nebraska,United States
GIS2.0,2022-08-10,0,2276,Nebraska,United States
GIS2.0,2022-08-11,0,656,Georgia,United States
GIS2.0,2022-08-12,0,970,California,United States
Standard Cross Connect,2022-08-12,500,300,Virginia,United States
IDC,2022-08-16,600,1050,California,United States
Netcare,2022-08-20,0,85,Michigan,United States
GIS2.0,2022-08-20,0,1887,Michigan,United States
GIS2.0,2022-08-21,0,1466,New York,United States
Netcare,2022-08-21,0,85,New York,United States
Project Item,2022-08-22,2223,0,Pennsylvania,United States
GIS,2022-08-23,890,828,California,United States
SD-WAN,2022-08-25,1412,1658,Iowa,United States
GIS2.0,2022-08-26,0,2313,California,United States
Netcare,2022-08-27,0,85,Illinois,United States
GIS2.0,2022-08-27,0,954,Illinois,United States
GIS2.0,2022-08-27,0,954,Illinois,United States
Netcare,2022-08-27,0,85,Illinois,United States
GIS2.0,2022-08-29,0,10000,California,United States
Standard Cross Connect,2022-08-31,0,299,Oregon,United States
GIS2.0,2022-08-31,0,753,Indiana,United States
Netcare,2022-08-31,0,85,Indiana,United States
Standard Cross Connect,2022-09-01,0,500,Los Angeles 1Wilshire LAX803 POP,United States
Standard Cross Connect,2022-09-01,0,500,Oregon,United States
Project Item,2022-09-02,54811,0,Florida,United States
Project Item,2022-09-05,8481,0,California,United States
Project Item,2022-09-05,500,0,California,United States
Project Item,2022-09-05,2827,0,California,United States
Project Item,2022-09-05,16791,0,Virginia,United States
Standard Cross Connect,2022-09-07,0,1000,Oregon,United States
Standard Cross Connect,2022-09-07,0,1000,Oregon,United States
Standard Cross Connect,2022-09-07,0,1000,Oregon,United States
Standard Cross Connect,2022-09-07,0,1000,Oregon,United States
Project Item,2022-09-07,4486,0,California,United States
Standard Cross Connect,2022-09-07,0,1000,Oregon,United States
Project Item,2022-09-07,8780,0,Pennsylvania,United States
GIS2.0,2022-09-10,0,527,California,United States
VPN,2022-09-14,0,388,Ohio,United States
Project Item,2022-09-20,1650,0,Michigan,United States
Project Item,2022-09-20,5990,0,Michigan,United States
Project Item,2022-09-21,56840,0,Michigan,United States
Project Item,2022-09-21,25110,0,Michigan,United States
Project Item,2022-09-21,14465,0,California,United States
Project Item,2022-09-21,9270,0,Maryland,United States
GIS,2022-09-23,500,550,New York,United States
IDC,2022-10-01,0,24000,California,United States
Project Item,2022-10-04,10080,0,Kentucky,United States
Project Item,2022-10-15,0,10000,Illinois,United States
Project Item,2022-10-21,78880,0,California,United States
Project Item,2022-10-21,151120,0,California,United States
IDC,2022-10-24,600,1050,California,United States
Project Item,2022-10-25,32180,0,Illinois,United States
Project Item,2022-10-25,20430,0,Illinois,United States
SD-WAN,2022-10-26,0,402,Virginia,United States
Project Item,2022-10-26,8276,0,California,United States
Standard Cross Connect,2022-10-31,400,299,Oregon,United States
Project Item,2022-11-01,17300,0,Texas,United States
Project Item,2022-11-01,720,0,California,United States
Project Item,2022-11-01,19501,0,Texas,United States
Project Item,2022-11-01,730,0,California,United States
Project Item,2022-11-04,750,0,Texas,United States
IDC,2022-11-04,600,1050,California,United States
Standard Cross Connect,2022-11-04,400,299,Oregon,United States
Project Item,2022-11-07,26938,0,California,United States
Project Item,2022-11-07,15500,0,California,United States
Project Item,2022-11-07,116480,0,California,United States
Project Item,2022-11-07,24732,0,California,United States
Project Item,2022-11-08,2274,0,New Jersey,United States
Standard Cross Connect,2022-11-08,300,250,California,United States
Project Item,2022-11-09,261,0,California,United States
Project Item,2022-11-09,3335,0,Pennsylvania,United States
Project Item,2022-11-09,3078,0,Texas,United States
Project Item,2022-11-10,12996,0,Pennsylvania,United States
Project Item,2022-11-11,3116,0,Pennsylvania,United States
Project Item,2022-11-17,249896,0,Pennsylvania,United States
Project Item,2022-11-17,18900,0,Pennsylvania,United States
Project Item,2022-11-21,-400,0,Texas,United States
Project Item,2022-11-21,-800,0,Texas,United States
Standard Cross Connect,2022-11-22,272,299,Oregon,United States
Standard Cross Connect,2022-11-22,272,299,Oregon,United States
Cloud VAS,2022-12-01,0,170,Washington,United States
Project Item,2022-12-06,10895,0,Texas,United States
Project Item,2022-12-06,16060,0,Texas,United States
Project Item,2022-12-08,709982,0,Virginia,United States
Project Item,2022-12-08,3584689,0,Virginia,United States
Project Item,2022-12-12,102514,0,Texas,United States
Project Item,2022-12-12,76987,0,Texas,United States
Project Item,2022-12-12,30829,0,Texas,United States
Project Item,2022-12-12,29900,0,Texas,United States
Project Item,2022-12-19,1800,0,New York,United States
Project Item,2022-12-19,415,0,District of Columbia,United States
Project Item,2022-12-19,3050,0,New York,United States
Project Item,2022-12-22,69000,0,New York,United States
Standard Cross Connect,2022-12-27,500,300,Virginia,United States
Project Item,2023-01-01,3600,0,New York,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,6180,319,Virginia,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
GIS,2023-01-01,1200,1150,Virginia,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,372036,141668,Virginia,United States
GIS,2023-01-01,0,1150,Virginia,United States
IDC,2023-01-01,0,1020,California,United States
IDC,2023-01-01,0,1020,California,United States
GIS2.0,2023-01-06,0,12000,California,United States
GIS2.0,2023-01-06,0,12000,California,United States
Project Item,2023-01-09,2500,0,New Jersey,United States
IDC,2023-01-13,1000,796,Virginia,United States
Project Item,2023-01-27,15834,0,New York,United States
IEPL,2023-01-29,7886,20816,Virginia,United States
Project Item,2023-01-30,4458,0,New Jersey,United States
GIS2.0,2023-02-03,0,12000,California,United States
GIS2.0,2023-02-03,0,12000,California,United States
GIS2.0,2023-02-08,0,12000,California,United States
GIS2.0,2023-02-08,0,12000,California,United States
Project Item,2023-02-09,115850,0,Texas,United States
Project Item,2023-02-09,338150,0,Texas,United States
GIS2.0,2023-02-10,560,1190,California,United States
Project Item,2023-02-14,98507,0,Pennsylvania,United States
Project Item,2023-02-14,-4900,0,Pennsylvania,United States
GIS,2023-02-17,0,700,New Jersey,United States
Project Item,2023-02-26,30419,0,Texas,United States
Project Item,2023-02-26,6840,0,Texas,United States
Project Item,2023-03-01,3000,0,California,United States
GIS,2023-03-01,0,902,Texas,United States
Project Item,2023-03-02,83701,0,California,United States
Project Item,2023-03-02,2241,0,Pennsylvania,United States
Project Item,2023-03-07,1505,0,California,United States
Project Item,2023-03-07,1900,0,California,United States
Project Item,2023-03-10,43180,0,New Jersey,United States
Project Item,2023-03-10,1575,0,New Jersey,United States
Project Item,2023-03-10,76819,0,New Jersey,United States
Project Item,2023-03-10,3500,0,New Jersey,United States
Project Item,2023-03-10,425,0,New Jersey,United States
Project Item,2023-03-10,820,0,New Jersey,United States
GIS2.0,2023-03-11,0,10500,California,United States
GIS2.0,2023-03-16,0,10500,California,United States
GIS2.0,2023-03-19,300,1050,California,United States
GIS2.0,2023-03-22,0,410,California,United States
IDC,2023-03-28,120,1069,California,United States
IDC,2023-03-28,120,1069,California,United States
IDC,2023-03-28,120,1069,California,United States
Project Item,2023-03-29,3900,0,Illinois,United States
Project Item,2023-03-29,14088,0,Illinois,United States
GIS,2023-03-30,630,990,California,United States
GIS2.0,2023-03-31,0,543,Illinois,United States
IDC,2023-04-01,0,30453,Virginia,United States
Project Item,2023-04-01,0,6000,California,United States
Project Item,2023-04-10,3080,0,California,United States
GIS2.0,2023-04-18,0,12600,California,United States
GIS2.0,2023-04-18,0,12600,California,United States
IDC,2023-04-20,600,1050,California,United States
Standard Cross Connect,2023-04-20,0,470,California,United States
IDC,2023-04-20,600,1050,California,United States
IDC,2023-04-20,600,1050,California,United States
GIS,2023-04-26,0,695,Texas,United States
GIS2.0,2023-04-28,0,12000,California,United States
GIS2.0,2023-04-28,0,12000,California,United States
GIS2.0,2023-05-01,0,1010,District of Columbia,United States
GIS2.0,2023-05-01,0,12000,California,United States
GIS2.0,2023-05-01,0,12000,California,United States
GIS2.0,2023-05-01,0,12000,California,United States
GIS2.0,2023-05-01,0,7500,Virginia,United States
GIS2.0,2023-05-01,0,12000,California,United States
GIS2.0,2023-05-01,0,7500,Virginia,United States
Project Item,2023-05-01,0,2100,Pennsylvania,United States
GIS,2023-05-02,534,4047,District of Columbia,United States
Project Item,2023-05-04,20502,0,Texas,United States
GIS2.0,2023-05-11,0,865,District of Columbia,United States
