ProductType,CircuitStatus,Billing_Start_Date,Currency,NRC,MRC,Bandwidth,city,state,country
Standard Cross Connect,ACTIVE,2022-06-14,USD,300.0,250.0,0,Los Angeles,California,United States
Local Internet Access,ACTIVE,2022-06-14,CNY,0.0,33.785714285714285,100,Wuxi,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-14,CNY,0.0,33.785714285714285,100,Henan,Henan,China
CPE(EI),ACTIVE,2022-06-15,CNY,0.0,1561.857142857143,0,Hong Kong,Hong Kong,China
Managed/Maintenance Service,ACTIVE,2022-06-15,CNY,1012.1428571428571,1437.2428571428572,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-15,CNY,0.0,364.2857142857143,50,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-06-15,CNY,142.85714285714286,428.57142857142856,20,Nanjing,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-15,CNY,0.0,33.785714285714285,100,Haikou,Hainan,China
Managed/Maintenance Service,ACTIVE,2022-06-15,CNY,0.0,1342.857142857143,0,nan,nan,
GIS2.0,ACTIVE,2022-06-15,USD,0.0,1200.0,0,San Jose,California,United States
Managed/Maintenance Service,ACTIVE,2022-06-15,CNY,921.0500000000001,1619.4285714285713,0,nan,nan,
Managed/Maintenance Service,ACTIVE,2022-06-15,CNY,0.0,100.0,0,Shanghai,Shanghai,China
CPE(EI),ACTIVE,2022-06-15,CNY,0.0,1200.4285714285713,0,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-16,CNY,0.0,33.785714285714285,100,Haikou,Hainan,China
Local Internet Access,ACTIVE,2022-06-16,CNY,0.0,33.785714285714285,100,Mianyang,Sichuan,China
IEPL,ACTIVE,2022-06-16,CNY,260.85714285714283,1541.4285714285713,0,Hong Kong,Hong Kong,China
VPN,ACTIVE,2022-06-16,CNY,0.0,971.4257142857142,8,Nanjing,Jiangsu,China
GIS2.0,ACTIVE,2022-06-16,USD,0.0,4500.0,0,Hong Kong,Hong Kong,China
IEPL,ACTIVE,2022-06-17,CNY,0.0,6050.0,100,Beijing,Shanghai,China
SD-WAN,ACTIVE,2022-06-17,USD,0.0,315.0,0,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2022-06-17,CNY,0.0,74.28571428571429,50,Nanjing,Jiangsu,China
SD-WAN,ACTIVE,2022-06-17,USD,0.0,335.0,0,Ontario,Ontario,Canada
SD-WAN,ACTIVE,2022-06-17,USD,0.0,447.0,0,nan,nan,
GIS2.0,ACTIVE,2022-06-17,USD,0.0,368.0,0,Plymouth,Michigan,United States
Local Internet Access,ACTIVE,2022-06-17,CNY,0.0,33.785714285714285,100,Wuhai,Inner Mongolia,China
IP Sec VPN,ACTIVE,2022-06-17,USD,0.0,386.0,4,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2022-06-17,USD,0.0,425.0,0,nan,nan,
Netcare,ACTIVE,2022-06-17,USD,0.0,85.0,0,Plymouth,Michigan,United States
Local Internet Access,ACTIVE,2022-06-17,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Shijiazhuang,Hebei,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Weifang,Shandong,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Ningbo,Zhejiang,China
Local Internet Access,ACTIVE,2022-06-18,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2022-06-19,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2022-06-19,CNY,0.0,33.785714285714285,100,Nanchong,Sichuan,China
Local Internet Access,ACTIVE,2022-06-19,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2022-06-19,CNY,0.0,33.785714285714285,100,Changde,Hunan,China
Local Internet Access,ACTIVE,2022-06-19,CNY,0.0,33.785714285714285,100,Shaoyang,Hunan,China
Local Internet Access,ACTIVE,2022-06-19,CNY,0.0,33.785714285714285,100,Henan,Henan,China
SD-WAN,ACTIVE,2022-06-20,USD,0.0,1796.5,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
CPE,ACTIVE,2022-06-20,USD,0.0,140.0,0,Durham,North Carolina,United States
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Jilin,Jilin,China
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Jingzhou,Hubei,China
SD-WAN,ACTIVE,2022-06-20,USD,0.0,1796.5,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,74.28571428571429,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
IP Sec VPN,ACTIVE,2022-06-20,USD,0.0,392.0,10,Hong Kong,Hong Kong,China
GIS,ACTIVE,2022-06-20,USD,550.0,480.0,100,Xiamen,Fujian,China
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Netcare,ACTIVE,2022-06-20,USD,0.0,85.0,0,Durham,North Carolina,United States
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,1430.0,550,Chengdu,Sichuan,China
IEPL,ACTIVE,2022-06-20,CNY,428.57142857142856,1928.5714285714287,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-06-20,CNY,285.7142857142857,33.785714285714285,100,Suzhou,Jiangsu,China
GIS2.0,ACTIVE,2022-06-20,USD,0.0,408.0,0,Durham,North Carolina,United States
SD-WAN,ACTIVE,2022-06-20,USD,625.0,2351.0,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-20,CNY,0.0,33.785714285714285,100,Qujing,Yunnan,China
Local Internet Access,ACTIVE,2022-06-21,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-06-21,CNY,0.0,33.785714285714285,100,Dali,Yunnan,China
GIS,ACTIVE,2022-06-21,BRL,200.0,2600.0,500,Sao Paulo,Sao Paulo,Brazil
Local Internet Access,ACTIVE,2022-06-21,CNY,990.4371428571429,531.2471428571429,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-06-21,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
VPN,ACTIVE,2022-06-21,CNY,0.0,835.8171428571429,6,Wuhan,Hubei,China
Cloud VAS,ACTIVE,2022-06-21,USD,0.0,2760.0,0,Huhehaote,Inner Mongolia,China
IEPL,ACTIVE,2022-06-21,BRL,500.0,7500.0,0,Barueri,Brazil,Santana de Parnaíba
SD-WAN,ACTIVE,2022-06-22,CNY,0.0,328.42857142857144,0,nan,nan,
SD-WAN,ACTIVE,2022-06-22,CNY,0.0,392.85714285714283,0,nan,nan,
SD-WAN,ACTIVE,2022-06-22,CNY,0.0,119.14285714285714,0,nan,nan,
IDC,ACTIVE,2022-06-22,CNY,428.57142857142856,114.28571428571429,0,Beijing,Beijing,China
VPN,ACTIVE,2022-06-22,CNY,0.0,467.2242857142857,3,Tianjin,Tianjin,China
Managed/Maintenance Service,ACTIVE,2022-06-22,CNY,0.0,1857.142857142857,0,Beijing,Beijing,China
Local Internet Access,ACTIVE,2022-06-22,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2022-06-22,CNY,0.0,74.28571428571429,100,Qingdao,Shandong,China
MVNO Others,ACTIVE,2022-06-23,USD,10.0,29.99,0,Beijing,Beijing,China
IEPL,ACTIVE,2022-06-23,USD,1000.0,4700.0,400,Shanghai,Shanghai,China
VPN,ACTIVE,2022-06-23,CNY,428.57142857142856,130.71428571428572,2,Jinan,Shandong,China
VPN,ACTIVE,2022-06-23,CNY,0.0,467.2242857142857,3,Guangzhou,Guangdong,China
Dark Fiber,ACTIVE,2022-06-24,USD,0.0,550.0,0,Los Angeles,California,United States
Local Internet Access,ACTIVE,2022-06-24,CNY,0.0,74.28571428571429,50,Xuzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-24,CNY,0.0,33.785714285714285,100,Anshan,Liaoning,China
IDC,ACTIVE,2022-06-24,CNY,0.0,560.0,0,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2022-06-24,USD,0.0,985.0,0,Hopkins,Minnesota,United States
Local Internet Access,ACTIVE,2022-06-24,CNY,0.0,33.785714285714285,100,Hengshui,Hebei,China
Local Internet Access,ACTIVE,2022-06-24,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2022-06-24,CNY,0.0,33.785714285714285,100,Zhuzhou,Hunan,China
Local Internet Access,ACTIVE,2022-06-25,CNY,0.0,33.785714285714285,100,Harbin,Heilongjiang,China
Local Internet Access,ACTIVE,2022-06-25,CNY,0.0,33.785714285714285,100,Huaian,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-25,CNY,0.0,33.785714285714285,100,Yueyang,Hunan,China
GIS2.0,ACTIVE,2022-06-25,USD,0.0,3457.0,0,San Jose,California,United States
IP Sec VPN,ACTIVE,2022-06-25,USD,0.0,531.0,200,Hong Kong,Hong Kong,China
Local Internet Access,ACTIVE,2022-06-25,CNY,0.0,33.785714285714285,100,Henan,Henan,China
GIS,ACTIVE,2022-06-25,USD,200.0,1420.0,20,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Shaoyang,Hunan,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Ningbo,Zhejiang,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Xiangyang,Hubei,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Bayannaoer,Inner Mongolia,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Wuhu,Anhui,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Changde,Hunan,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Xiangtan,Hunan,China
Local Internet Access,ACTIVE,2022-06-26,CNY,0.0,33.785714285714285,100,Hengyang,Hunan,China
SD-WAN,ACTIVE,2022-06-27,USD,0.0,567.0,0,nan,nan,
Netcare,ACTIVE,2022-06-27,USD,0.0,85.0,0,Mar del Plata,Mar del Plata,Argentina
Local Internet Access,ACTIVE,2022-06-27,CNY,-471.42857142857144,4785.714285714285,150,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2022-06-27,USD,0.0,301.0,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-27,CNY,142.85714285714286,33.785714285714285,100,Foshan,Guangdong,China
VPN,ACTIVE,2022-06-27,USD,0.0,1755.0,10,Mar del Plata,Argentina,Sao Paulo
VPN,ACTIVE,2022-06-27,CNY,0.0,412.38142857142856,2,Changchun,Jilin,China
Local Internet Access,ACTIVE,2022-06-27,CNY,0.0,33.785714285714285,100,Haikou,Hainan,China
SD-WAN,ACTIVE,2022-06-27,CNY,0.0,1342.857142857143,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-27,CNY,990.4371428571429,531.2471428571429,100,Shenzhen,Guangdong,China
VPN,ACTIVE,2022-06-27,CNY,0.0,590.2228571428572,4,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-27,CNY,0.0,33.785714285714285,100,Henan,Henan,China
VPN,ACTIVE,2022-06-28,CNY,0.0,1127.2042857142858,10,Jingzhou,Hubei,China
SD-WAN,ACTIVE,2022-06-28,USD,385.0,653.0,0,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2022-06-28,USD,0.0,1279.0,0,New Berlin,Wisconsin,United States
Local Internet Access,ACTIVE,2022-06-28,CNY,0.0,33.785714285714285,100,Taizhou,Zhejiang,China
Managed/Maintenance Service,ACTIVE,2022-06-28,CNY,0.0,242.85714285714286,0,Shanghai,Shanghai,China
IP Sec VPN,ACTIVE,2022-06-28,USD,0.0,690.0,10,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2022-06-28,USD,950.0,631.0,0,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-28,CNY,0.0,74.28571428571429,50,Xian,Shaanxi,China
GIS2.0,ACTIVE,2022-06-28,USD,0.0,590.0,0,New York,New York,United States
SD-WAN,ACTIVE,2022-06-28,USD,350.0,450.0,0,nan,nan,
Local Internet Access,ACTIVE,2022-06-28,CNY,0.0,414.2857142857143,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-06-28,CNY,990.4371428571429,531.2471428571429,100,Beijing,Beijing,China
SD-WAN,ACTIVE,2022-06-28,USD,350.0,450.0,0,nan,nan,
Netcare,ACTIVE,2022-06-28,USD,0.0,85.0,0,New York,New York,United States
VPN,ACTIVE,2022-06-29,CNY,0.0,3277.594285714286,40,Wuhan,Hubei,China
IEPL,ACTIVE,2022-06-29,USD,2500.0,16152.0,1000,Shanghai,Tokyo,China
VPN,ACTIVE,2022-06-29,CNY,0.0,467.2242857142857,3,Foshan,Guangdong,China
Netcare,ACTIVE,2022-06-29,USD,0.0,85.0,0,Stornoway,Stornoway,United Kingdom
VPN,ACTIVE,2022-06-29,USD,5000.0,1290.0,10,Stornoway,United Kingdom,London
GIS,ACTIVE,2022-06-30,BRL,0.0,7940.0,4000,Rio Claro,Rio Claro,Brazil
Local Internet Access,ACTIVE,2022-06-30,CNY,714.2857142857143,700.0,30,Suzhou,Jiangsu,China
In-house wiring,ACTIVE,2022-06-30,USD,300.0,250.0,0,Los Angeles,California,United States
GIS2.0,ACTIVE,2022-06-30,USD,0.0,16000.0,0,Los Angeles,California,United States
VPN,ACTIVE,2022-06-30,CNY,0.0,373.46,2,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-30,CNY,0.0,8914.285714285714,400,Shanghai,Shanghai,China
IEPL,ACTIVE,2022-06-30,CNY,428.57142857142856,5571.428571428572,100,Beijing,Shanghai,China
Managed/Maintenance Service,ACTIVE,2022-06-30,CNY,285.7142857142857,162.14285714285714,0,Suzhou,Jiangsu,China
VPN,ACTIVE,2022-06-30,CNY,0.0,2334.272857142857,30,Foshan,Guangdong,China
SD-WAN,ACTIVE,2022-06-30,USD,0.0,,0,nan,nan,
Managed/Maintenance Service,ACTIVE,2022-06-30,CNY,0.0,21.428571428571427,0,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-06-30,CNY,990.4371428571429,531.2471428571429,100,Beijing,Beijing,China
SD-WAN,ACTIVE,2022-06-30,USD,0.0,569.0,0,nan,nan,
SD-WAN,ACTIVE,2022-06-30,USD,0.0,538.0,0,nan,nan,
SD-WAN,ACTIVE,2022-07-01,CNY,0.0,724.2857142857143,0,nan,nan,
SD-WAN,ACTIVE,2022-07-01,CNY,0.0,4720.0,0,nan,nan,
SD-WAN,ACTIVE,2022-07-01,CNY,0.0,377.85714285714283,0,nan,nan,
VPN,ACTIVE,2022-07-01,USD,1500.0,6680.0,30,Beijing,Beijing,China
Netcare,ACTIVE,2022-07-01,USD,0.0,85.0,0,Beijing,Beijing,China
Managed/Maintenance Service,ACTIVE,2022-07-01,CNY,0.0,100.0,0,Xiamen,Fujian,China
Local Internet Access,ACTIVE,2022-07-01,CNY,0.0,33.785714285714285,100,Zhangzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-01,CNY,0.0,33.785714285714285,100,Huanggang,Hubei,China
IEPL,ACTIVE,2022-07-01,BRL,500.0,1000.0,0,Sao Paulo(Equinix) POP,Brazil,Sao Paulo(Equinix) POP
Local Internet Access,ACTIVE,2022-07-01,CNY,0.0,607.1428571428571,300,Weihai,Shandong,China
Managed/Maintenance Service,ACTIVE,2022-07-01,CNY,357.14285714285717,100.0,0,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-07-01,CNY,0.0,74.28571428571429,100,Nanning,Guangxi,China
Local Internet Access,ACTIVE,2022-07-01,CNY,0.0,407.14285714285717,50,Xiamen,Fujian,China
SD-WAN,ACTIVE,2022-07-01,CNY,0.0,16528.571428571428,0,nan,nan,
VPN,ACTIVE,2022-07-01,USD,0.0,2380.0,20,Hong Kong,Hong Kong Chai Wan Mega,China
SD-WAN,ACTIVE,2022-07-01,CNY,0.0,642.8571428571429,0,nan,nan,
Netcare,ACTIVE,2022-07-01,USD,0.0,85.0,0,Hong Kong,Hong Kong,China
Local Internet Access,ACTIVE,2022-07-01,CNY,0.0,33.785714285714285,100,Chaoyang,Liaoning,China
SD-WAN,ACTIVE,2022-07-01,CNY,0.0,1720.2157142857143,0,nan,nan,
Local Internet Access,ACTIVE,2022-07-02,CNY,0.0,33.785714285714285,100,Chizhou,Anhui,China
Local Internet Access,ACTIVE,2022-07-02,CNY,0.0,33.785714285714285,100,Qiqihar,Heilongjiang,China
Local Internet Access,ACTIVE,2022-07-02,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2022-07-03,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2022-07-03,CNY,0.0,33.785714285714285,100,Akesu,Xinjiang,China
Local Internet Access,ACTIVE,2022-07-03,CNY,0.0,33.785714285714285,100,Zunyi,Guizhou,China
Local Internet Access,ACTIVE,2022-07-03,CNY,0.0,33.785714285714285,100,Shijiazhuang,Hebei,China
Local Internet Access,ACTIVE,2022-07-03,CNY,0.0,33.785714285714285,100,Quanzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-04,CNY,0.0,1885.7142857142858,550,Chengdu,Sichuan,China
IEPL,ACTIVE,2022-07-04,BRL,0.0,675.0,0,Barueri,Brazil,Barueri
IEPL,ACTIVE,2022-07-04,BRL,1000.0,7200.0,0,Sao Paulo,Brazil,Barueri
Local Internet Access,ACTIVE,2022-07-04,CNY,0.0,33.785714285714285,100,Zhuhai,Guangdong,China
Netcare,ACTIVE,2022-07-04,USD,0.0,75.0,0,Halifax,Halifax,Canada
Local Internet Access,ACTIVE,2022-07-04,CNY,990.4371428571429,531.2471428571429,100,Shanghai,Shanghai,China
IEPL,ACTIVE,2022-07-04,CNY,0.0,30364.285714285714,0,Shanghai,Beijing,China
VPN,ACTIVE,2022-07-04,USD,2500.0,2423.0,10,Shanghai,Shanghai,China
VPN,ACTIVE,2022-07-04,CNY,0.0,566.2814285714286,4,Changzhou,Jiangsu,China
Netcare,ACTIVE,2022-07-04,USD,0.0,75.0,0,Shanghai,Shanghai,China
VPN,ACTIVE,2022-07-04,CNY,0.0,2270.6257142857144,20,Shenzhen,Guangdong,China
VPN,ACTIVE,2022-07-04,USD,0.0,1291.0,20,Halifax,Canada,Toronto POP
Local Internet Access,ACTIVE,2022-07-04,CNY,0.0,33.785714285714285,100,Cangzhou,Hebei,China
Local Internet Access,ACTIVE,2022-07-04,CNY,0.0,33.785714285714285,100,Shiyan,Hubei,China
GIS,ACTIVE,2022-07-04,CNY,12107.142857142857,807.1428571428571,50,Beijing,Beijing,China
GIS,ACTIVE,2022-07-04,CNY,471.42857142857144,839.1428571428571,50,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2022-07-05,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2022-07-05,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Managed/Maintenance Service,ACTIVE,2022-07-05,CNY,0.0,2071.4285714285716,0,nan,nan,
VPN,ACTIVE,2022-07-05,CNY,0.0,467.2242857142857,3,Taizhou,Zhejiang,China
Managed/Maintenance Service,ACTIVE,2022-07-05,CNY,0.0,21.428571428571427,0,Wenzhou,Zhejiang,China
Local Internet Access,ACTIVE,2022-07-05,CNY,0.0,33.785714285714285,100,Zhenjiang,Jiangsu,China
Managed/Maintenance Service,ACTIVE,2022-07-05,CNY,285.7142857142857,162.14285714285714,0,Wenzhou,Zhejiang,China
Local Internet Access,ACTIVE,2022-07-05,CNY,0.0,33.785714285714285,100,Suihua,Heilongjiang,China
Local Internet Access,ACTIVE,2022-07-05,CNY,0.0,33.785714285714285,100,Zhongshan,Guangdong,China
Local Internet Access,ACTIVE,2022-07-05,CNY,990.4371428571429,531.2471428571429,100,Beijing,Beijing,China
GIS,ACTIVE,2022-07-05,USD,200.0,800.0,200,City Of Industry,California,United States
Local Internet Access,ACTIVE,2022-07-05,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2022-07-05,CNY,714.2857142857143,700.0,30,Wenzhou,Zhejiang,China
SD-WAN,ACTIVE,2022-07-06,CNY,0.0,329.42857142857144,0,nan,nan,
Local Internet Access,ACTIVE,2022-07-06,CNY,0.0,33.785714285714285,100,Chongzuo,Guangxi,China
SD-WAN,ACTIVE,2022-07-06,USD,0.0,1374.8,0,nan,nan,
IDC,ACTIVE,2022-07-06,CNY,49560.0,10512.285714285714,0,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2022-07-06,USD,0.0,2021.6,0,nan,nan,
SD-WAN,ACTIVE,2022-07-06,CNY,0.0,359.7142857142857,0,nan,nan,
SD-WAN,ACTIVE,2022-07-06,CNY,0.0,329.42857142857144,0,nan,nan,
Local Internet Access,ACTIVE,2022-07-06,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
VPN,ACTIVE,2022-07-06,USD,1000.0,8872.0,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2022-07-06,CNY,0.0,74.28571428571429,50,Nantong,Jiangsu,China
VPN,ACTIVE,2022-07-06,CNY,0.0,467.2242857142857,3,Wuxi,Jiangsu,China
Local Internet Access,ACTIVE,2022-07-06,CNY,990.4371428571429,531.2471428571429,100,Beijing,Beijing,China
GIS,ACTIVE,2022-07-06,USD,0.0,1082.0,200,Pittston Township,Pennsylvania,United States
SD-WAN,ACTIVE,2022-07-06,CNY,0.0,359.7142857142857,0,nan,nan,
VPN,ACTIVE,2022-07-07,CNY,0.0,467.2242857142857,3,Shenyang,Liaoning,China
IEPL,ACTIVE,2022-07-07,CNY,0.0,29285.14285714286,0,Beijing,Shenzhen,China
Local Internet Access,ACTIVE,2022-07-08,CNY,714.2857142857143,700.0,30,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,74.28571428571429,50,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Suzhou,Jiangsu,China
GIS,ACTIVE,2022-07-08,CNY,0.0,6247.0,100,Beijing,Beijing,China
SD-WAN,ACTIVE,2022-07-08,USD,500.0,567.0,0,nan,nan,
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Jilin,Jilin,China
GIS2.0,ACTIVE,2022-07-08,USD,0.0,729.0,0,Richardson,Texas,United States
IP Sec VPN,ACTIVE,2022-07-08,USD,0.0,278.0,10,Hong Kong,Hong Kong,China
GIS,ACTIVE,2022-07-08,USD,0.0,1845.0,50,Huizhou,Guangdong,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
Managed/Maintenance Service,ACTIVE,2022-07-08,CNY,0.0,21.428571428571427,0,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,700.0,30,Beijing,Beijing,China
Managed/Maintenance Service,ACTIVE,2022-07-08,CNY,285.7142857142857,194.14285714285714,0,Fuzhou,Fujian,China
SD-WAN,ACTIVE,2022-07-08,USD,500.0,607.0,0,nan,nan,
Managed/Maintenance Service,ACTIVE,2022-07-08,CNY,285.7142857142857,194.14285714285714,0,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
GIS,ACTIVE,2022-07-08,USD,0.0,1136.0,1000,New York,New York,United States
Managed/Maintenance Service,ACTIVE,2022-07-08,CNY,0.0,21.428571428571427,0,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Maoming,Guangdong,China
Local Internet Access,ACTIVE,2022-07-08,CNY,714.2857142857143,700.0,30,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2022-07-08,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,Baiyin,Gansu,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,QianNan,Guizhou,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,Meishan,Sichuan,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,Wuxi,Jiangsu,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,Langfang,Hebei,China
Local Internet Access,ACTIVE,2022-07-09,CNY,0.0,33.785714285714285,100,Xian,Shaanxi,China
VPN,ACTIVE,2022-07-10,CNY,428.57142857142856,130.71428571428572,2,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2022-07-10,CNY,0.0,33.785714285714285,100,Taiyuan,Shanxi,China
GIS,ACTIVE,2022-07-11,USD,500.0,7000.0,500,Beijing,Beijing,China
GIS,ACTIVE,2022-07-11,USD,0.0,1136.0,1000,New York,New York,United States
Local Internet Access,ACTIVE,2022-07-11,CNY,0.0,33.785714285714285,100,Fuzhou,Jiangxi,China
Local Internet Access,ACTIVE,2022-07-11,CNY,990.4371428571429,531.2471428571429,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2022-07-11,CNY,0.0,33.785714285714285,100,Shijiazhuang,Hebei,China
Local Internet Access,ACTIVE,2022-07-11,CNY,0.0,74.28571428571429,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2022-07-11,CNY,0.0,33.785714285714285,100,Nantong,Jiangsu,China
Local Internet Access,ACTIVE,2022-07-11,CNY,0.0,33.785714285714285,100,Ningbo,Zhejiang,China
IEPL,ACTIVE,2022-07-12,CNY,0.0,11914.285714285714,0,Shenzhen,Guangdong,China
GIS,ACTIVE,2022-07-12,USD,0.0,3488.0,100,Beijing,Beijing,China
Netcare,ACTIVE,2022-07-12,USD,0.0,90.0,0,London,London,United Kingdom
CPE,ACTIVE,2022-07-12,USD,0.0,165.0,0,London,London,United Kingdom
SD-WAN,ACTIVE,2022-07-12,CNY,0.0,320.0,0,nan,nan,
Local Internet Access,ACTIVE,2022-07-12,CNY,0.0,33.785714285714285,100,Yangzhou,Jiangsu,China
Local Internet Access,ACTIVE,2022-07-12,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
GIS2.0,ACTIVE,2022-07-12,USD,0.0,1200.0,0,Los Angeles,California,United States
