ProductType,CircuitStatus,Billing_Start_Date,Currency,NRC,MRC,Bandwidth,city,state,country
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Heyuan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-24,CNY,285.7142857142857,33.785714285714285,100,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-24,CNY,285.7142857142857,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Jinhua,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-24,CNY,285.7142857142857,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-24,CNY,285.7142857142857,33.785714285714285,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Zhanjiang,Guangdong,China
Local Internet Access,ACTIVE,2021-01-24,CNY,0.0,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Ningbo,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Kunming,Yunnan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
VPN,ACTIVE,2021-01-25,USD,3500.0,1800.0,10,Shanghai,Shanghai,China
Netcare,ACTIVE,2021-01-25,USD,0.0,85.0,0,Chaska,Minnesota,United States
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Zhenjiang,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-25,CNY,142.85714285714286,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Quanzhou,Fujian,China
Local Internet Access,ACTIVE,2021-01-25,CNY,990.4371428571429,531.2471428571429,100,Shenyang,Liaoning,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Wuxi,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Huangshan,Anhui,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
CPE(EI),ACTIVE,2021-01-25,USD,0.0,40.0,0,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Shangrao,Jiangxi,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Nanping,Fujian,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Kunming,Yunnan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Ningbo,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Kunming,Yunnan,China
Netcare,ACTIVE,2021-01-25,USD,0.0,85.0,0,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Dalian,Liaoning,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,285.7142857142857,33.785714285714285,100,Taizhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Jinhua,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Jinhua,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-25,CNY,0.0,33.785714285714285,100,Yantai,Shandong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Ningbo,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Kunming,Yunnan,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Wenzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Yancheng,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Ningbo,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Baoding,Hebei,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-26,CNY,990.4371428571429,531.2471428571429,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Quzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Liangshan,Sichuan,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Jieyang,Guangdong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Yancheng,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Huainan,Anhui,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Wulumuqi,Xinjiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2021-01-26,CNY,142.85714285714286,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Wulumuqi,Xinjiang,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-26,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-26,CNY,285.7142857142857,33.785714285714285,100,Wuhan,Hubei,China
Managed/Maintenance Service,ACTIVE,2021-01-27,CNY,300.0,325.0,0,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Managed/Maintenance Service,ACTIVE,2021-01-27,CNY,0.0,21.428571428571427,0,Zhangjiagang,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-27,CNY,990.4371428571429,531.2471428571429,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Managed/Maintenance Service,ACTIVE,2021-01-27,CNY,300.0,210.0,0,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-27,CNY,857.1428571428571,700.0,30,Zhangjiagang,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Tongling,Anhui,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-27,CNY,285.7142857142857,33.785714285714285,100,Guangzhou,Guangdong,China
Managed/Maintenance Service,ACTIVE,2021-01-27,CNY,285.7142857142857,162.14285714285714,0,nan,nan,
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Yancheng,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Zhuhai,Guangdong,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Dongying,Shandong,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Yancheng,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-27,CNY,0.0,33.785714285714285,100,Fuzhou,Fujian,China
Local Internet Access,ACTIVE,2021-01-27,CNY,285.7142857142857,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-28,CNY,285.7142857142857,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-28,CNY,285.7142857142857,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Taizhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Yangzhou,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Taizhou,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Jilin,Jilin,China
Local Internet Access,ACTIVE,2021-01-28,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
IEPL,ACTIVE,2021-01-29,USD,1250.0,1450.0,200,Cambridge,United Kingdom,Amsterdam
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Nanchang,Jiangxi,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Quanzhou,Fujian,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Qujing,Yunnan,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Jilin,Jilin,China
Local Internet Access,ACTIVE,2021-01-29,CNY,142.85714285714286,33.785714285714285,100,Guiyang,Guizhou,China
Local Internet Access,ACTIVE,2021-01-29,CNY,285.7142857142857,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-29,CNY,285.7142857142857,33.785714285714285,100,Taizhou,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Xiamen,Fujian,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Yantai,Shandong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-29,CNY,285.7142857142857,33.785714285714285,100,Zhongshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Lianyungang,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-29,USD,0.0,515.0,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Zibo,Shandong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Fuyang,Anhui,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-29,CNY,457.14285714285717,33.785714285714285,100,Taiyuan,Shanxi,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Xiamen,Fujian,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,285.7142857142857,33.785714285714285,100,Wulumuqi,Xinjiang,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Chaohu,Anhui,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-29,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-29,CNY,285.7142857142857,33.785714285714285,100,Liuan,Anhui,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Yantai,Shandong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Changsha,Hunan,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Jilin,Jilin,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Jilin,Jilin,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Dezhou,Shandong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Ankang,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-30,CNY,142.85714285714286,33.785714285714285,100,Qingdao,Shandong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Dezhou,Shandong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Lianyungang,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Quanzhou,Fujian,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-30,CNY,285.7142857142857,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Nanchang,Jiangxi,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Kunming,Yunnan,China
Local Internet Access,ACTIVE,2021-01-30,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Shaoxing,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Jinan,Shandong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,142.85714285714286,33.785714285714285,100,Taizhou,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Dongguan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Jiaxing,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Yangzhou,Jiangsu,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Baoding,Hebei,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Baoding,Hebei,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Huzhou,Zhejiang,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Laiwu,Shandong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Foshan,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Shenyang,Liaoning,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Xian,Shaanxi,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Hefei,Anhui,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,285.7142857142857,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Beijing,Beijing,China
Local Internet Access,ACTIVE,2021-01-31,CNY,0.0,33.785714285714285,100,Guangan,Sichuan,China
